Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1743073415778,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,57.78822708129883,56.12551498413086,58.78411865234375,58.58413314819336,57.962425231933594,59.480716705322266,56.010169982910156,56.179107666015625,54.79804992675781,56.35126495361328,50,NaN,50,100,0,66.66667175292969,50,0,0,0,13.831086158752441,17179869184,2147483648,11868061696,704380928
204,1743073415778,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,57.78822708129883,56.12551498413086,58.78411865234375,58.58413314819336,57.962425231933594,59.480716705322266,56.010169982910156,56.179107666015625,54.79804992675781,56.35126495361328,50,50,NaN,0,100,0,0,0,0,0,13.831086158752441,17179869184,2147483648,11869306880,704380928
204,1743073415983,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,57.78822708129883,56.12551498413086,58.78411865234375,58.58413314819336,57.962425231933594,59.480716705322266,56.010169982910156,56.179107666015625,54.79804992675781,56.35126495361328,42.105262756347656,45,45,20,28.571430206298828,15.789472579956055,0,4.761904716491699,0,0,13.831086158752441,17179869184,2147483648,11871141888,704380928
203,1743073416188,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,57.78822708129883,56.12551498413086,58.78411865234375,58.58413314819336,57.962425231933594,59.480716705322266,56.010169982910156,56.179107666015625,54.79804992675781,56.35126495361328,55,52.38095474243164,57.142860412597656,10,20,14.285715103149414,4.761904716491699,0,0,0,17.984439849853516,17179869184,2147483648,11893145600,704380928
201,1743073416392,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,57.78822708129883,56.12551498413086,58.78411865234375,58.58413314819336,57.962425231933594,59.480716705322266,56.010169982910156,56.179107666015625,54.79804992675781,56.35126495361328,42.85714340209961,45,65,33.333335876464844,4.761904716491699,10,0,4.761904716491699,0,0,17.984439849853516,17179869184,2147483648,11900633088,704380928
202,1743073416594,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,60.2986946105957,57.10559844970703,62.77021026611328,62.14774703979492,61.17163848876953,63.07272720336914,57.56671142578125,57.85182189941406,56.49375534057617,58.24895477294922,47.36842346191406,47.619049072265625,5,4.761904716491699,25,70,0,0,0,0,17.984439849853516,17179869184,2147483648,11902091264,704380928
200,1743073416797,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,60.2986946105957,57.10559844970703,62.77021026611328,62.14774703979492,61.17163848876953,63.07272720336914,57.56671142578125,57.85182189941406,56.49375534057617,58.24895477294922,66.66667175292969,63.15789031982422,30.000001907348633,5,20,45,0,0,0,0,17.984439849853516,17179869184,2147483648,12051267584,704380928
204,1743073416998,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,60.2986946105957,57.10559844970703,62.77021026611328,62.14774703979492,61.17163848876953,63.07272720336914,57.56671142578125,57.85182189941406,56.49375534057617,58.24895477294922,52.38095474243164,45,71.42857360839844,15.789472579956055,15.000000953674316,9.523809432983398,10,0,0,0,17.984439849853516,17179869184,2147483648,12023480320,704380928
199,1743073417203,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,60.2986946105957,57.10559844970703,62.77021026611328,62.14774703979492,61.17163848876953,63.07272720336914,57.56671142578125,57.85182189941406,56.49375534057617,58.24895477294922,40,40,25,42.85714340209961,23.809524536132813,20,0,0,0,0,21.086408615112305,17179869184,2147483648,12023480320,704380928
204,1743073417403,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,60.2986946105957,57.10559844970703,62.77021026611328,62.14774703979492,61.17163848876953,63.07272720336914,57.56671142578125,57.85182189941406,56.49375534057617,58.24895477294922,40,45,40,40,15.789472579956055,14.285715103149414,5,0,0,0,21.086408615112305,17179869184,2147483648,12006719488,704380928
200,1743073417608,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,60.248291015625,57.09969711303711,62.62176513671875,62.29551696777344,60.657264709472656,62.690093994140625,56.97537612915039,57.326202392578125,55.90693664550781,57.88390350341797,45,42.85714340209961,60.000003814697266,33.333335876464844,9.523809432983398,15.000000953674316,0,0,0,0,21.086408615112305,17179869184,2147483648,12005605376,704380928
201,1743073417809,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,60.248291015625,57.09969711303711,62.62176513671875,62.29551696777344,60.657264709472656,62.690093994140625,56.97537612915039,57.326202392578125,55.90693664550781,57.88390350341797,42.105262756347656,45,23.809524536132813,36.842105865478516,45,20,0,5,0,0,21.086408615112305,17179869184,2147483648,12001869824,704380928
200,1743073418011,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,60.248291015625,57.09969711303711,62.62176513671875,62.29551696777344,60.657264709472656,62.690093994140625,56.97537612915039,57.326202392578125,55.90693664550781,57.88390350341797,85.71428680419922,85,52.6315803527832,52.38095474243164,45,30.000001907348633,21.052631378173828,10,0,0,21.186800003051758,17179869184,2147483648,12106842112,704380928
203,1743073418212,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,60.248291015625,57.09969711303711,62.62176513671875,62.29551696777344,60.657264709472656,62.690093994140625,56.97537612915039,57.326202392578125,55.90693664550781,57.88390350341797,70,75,45,65,55,36.842105865478516,47.619049072265625,15.000000953674316,13.636363983154297,9.523809432983398,21.186800003051758,17179869184,2147483648,12106842112,704380928
204,1743073418416,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,60.248291015625,57.09969711303711,62.62176513671875,62.29551696777344,60.657264709472656,62.690093994140625,56.97537612915039,57.326202392578125,55.90693664550781,57.88390350341797,45,40,28.571430206298828,30.000001907348633,60.000003814697266,23.809524536132813,10,0,0,0,21.186800003051758,17179869184,2147483648,12106776576,704380928
204,1743073418621,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,60.79667663574219,57.82881164550781,61.80341339111328,63.06593704223633,62.54930114746094,63.10417175292969,58.52125549316406,58.72512435913086,56.08264923095703,58.25245666503906,47.619049072265625,50,36.842105865478516,80,47.619049072265625,23.809524536132813,10,10,0,0,21.186800003051758,17179869184,2147483648,12114853888,704380928
203,1743073418826,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,60.79667663574219,57.82881164550781,61.80341339111328,63.06593704223633,62.54930114746094,63.10417175292969,58.52125549316406,58.72512435913086,56.08264923095703,58.25245666503906,55,52.38095474243164,23.809524536132813,42.85714340209961,33.333335876464844,20,9.523809432983398,4.761904716491699,0,0,21.186800003051758,17179869184,2147483648,12115869696,704380928
203,1743073419030,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,60.79667663574219,57.82881164550781,61.80341339111328,63.06593704223633,62.54930114746094,63.10417175292969,58.52125549316406,58.72512435913086,56.08264923095703,58.25245666503906,40,40,14.285715103149414,60.000003814697266,15.789472579956055,30.000001907348633,0,0,0,0,21.911985397338867,17179869184,2147483648,12124798976,704380928
204,1743073419234,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,60.79667663574219,57.82881164550781,61.80341339111328,63.06593704223633,62.54930114746094,63.10417175292969,58.52125549316406,58.72512435913086,56.08264923095703,58.25245666503906,52.38095474243164,50,20,55,9.523809432983398,23.809524536132813,23.809524536132813,0,0,0,21.911985397338867,17179869184,2147483648,12044189696,704380928
203,1743073419439,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,60.79667663574219,57.82881164550781,61.80341339111328,63.06593704223633,62.54930114746094,63.10417175292969,58.52125549316406,58.72512435913086,56.08264923095703,58.25245666503906,40,45,19.047618865966797,28.571430206298828,28.571430206298828,47.619049072265625,0,0,0,0,21.911985397338867,17179869184,2147483648,12037783552,704380928
200,1743073419643,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,60.672908782958984,57.342830657958984,61.00957489013672,63.677982330322266,61.79277038574219,63.532737731933594,57.54598617553711,58.22506332397461,55.72319030761719,57.96836853027344,40,35,10.526315689086914,55,35,5,0,0,0,0,21.911985397338867,17179869184,2147483648,12036030464,704380928
203,1743073419844,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,60.672908782958984,57.342830657958984,61.00957489013672,63.677982330322266,61.79277038574219,63.532737731933594,57.54598617553711,58.22506332397461,55.72319030761719,57.96836853027344,50,50,33.333335876464844,57.142860412597656,28.571430206298828,4.761904716491699,0,0,0,0,21.911985397338867,17179869184,2147483648,12029657088,704380928
204,1743073420047,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,60.672908782958984,57.342830657958984,61.00957489013672,63.677982330322266,61.79277038574219,63.532737731933594,57.54598617553711,58.22506332397461,55.72319030761719,57.96836853027344,60.000003814697266,57.142860412597656,25,55,15.000000953674316,0,5,0,0,0,24.11219596862793,17179869184,2147483648,12029624320,704380928
202,1743073420252,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,60.672908782958984,57.342830657958984,61.00957489013672,63.677982330322266,61.79277038574219,63.532737731933594,57.54598617553711,58.22506332397461,55.72319030761719,57.96836853027344,40,42.85714340209961,38.095237731933594,35,30.000001907348633,10,0,0,0,0,24.11219596862793,17179869184,2147483648,11950440448,704380928
204,1743073420456,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,60.672908782958984,57.342830657958984,61.00957489013672,63.677982330322266,61.79277038574219,63.532737731933594,57.54598617553711,58.22506332397461,55.72319030761719,57.96836853027344,52.38095474243164,42.105262756347656,25,55,10,20,5,0,0,0,24.11219596862793,17179869184,2147483648,11917950976,704380928
200,1743073420661,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,60.546836853027344,57.03239059448242,62.38726806640625,64.12935638427734,61.09645080566406,61.73401641845703,57.517765045166016,58.038204193115234,55.65357971191406,57.667518615722656,40,45,15.000000953674316,42.85714340209961,20,38.095237731933594,0,0,0,0,24.11219596862793,17179869184,2147483648,11916886016,704380928
202,1743073420864,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,60.546836853027344,57.03239059448242,62.38726806640625,64.12935638427734,61.09645080566406,61.73401641845703,57.517765045166016,58.038204193115234,55.65357971191406,57.667518615722656,45,42.85714340209961,20,15.000000953674316,38.095237731933594,50,5,4.761904716491699,0,0,24.11219596862793,17179869184,2147483648,11932254208,704380928
9,1743073421068,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,60.546836853027344,57.03239059448242,62.38726806640625,64.12935638427734,61.09645080566406,61.73401641845703,57.517765045166016,58.038204193115234,55.65357971191406,57.667518615722656,71.42857360839844,71.42857360839844,47.619049072265625,30.000001907348633,25,40,14.285715103149414,0,0,0,21.450366973876953,17179869184,2147483648,11932254208,704380928
