Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1743127119537,4355.600509643555,3600,1,1.0875,275.35609436035156,3600,1,1.0875,4252.715621948242,3600,1,1.0875,815.0988616943359,3750,0,1.0875,258.4852752685547,3000,1,1.0875,6850.421951293945,3000,1,1.0875,14853.838317871094,3023,3108,2997,3360,3739,3741,3000,3506,3491,3228,3730,3746,6.6666669845581055,3.3333334922790527,0,0,6.45161247253418,3.3333334922790527,6.45161247253418,6.45161247253418,6.25,3.22580623626709,6.45161247253418,0,33574961152,17179865088,4132425728,0
200,1743127119537,4355.602890014648,3750,0,1.16875,275.3564453125,3750,0,1.16875,4252.715637207031,3000,1,1.16875,815.0988616943359,3750,0,1.16875,258.4853210449219,3000,1,1.16875,6850.425094604492,3750,0,1.16875,14853.867202758789,3023,3108,2997,3360,3739,3741,3000,3506,3491,3228,3730,3746,6.6666669845581055,3.3333334922790527,0,0,6.45161247253418,3.3333334922790527,6.45161247253418,6.45161247253418,6.25,3.22580623626709,6.45161247253418,0,33574961152,17179865088,4132425728,0
200,1743127119738,4355.606826782227,3600,1,1.075,275.35888671875,3600,1,1.075,4252.716354370117,3600,1,1.075,815.1100769042969,3000,1,1.075,258.49913024902344,3000,1,1.075,6850.446594238281,3750,0,1.075,14857.300857543945,3023,3108,2997,3360,3739,3741,3000,3506,3491,3228,3730,3746,0,0,0,0,0,0,0,0,0,0,0,4.761904716491699,33574961152,17179865088,4132569088,0
199,1743127119938,4355.615692138672,3600,1,1.0875,275.3657531738281,3600,1,1.0875,4252.722702026367,3600,1,1.0875,815.1255798339844,3600,1,1.0875,258.5075225830078,3600,1,1.0875,6850.465682983398,3600,1,1.0875,14860.41081237793,3023,3108,2997,3360,3739,3741,3000,3506,3491,3228,3730,3746,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,33574961152,17179865088,4132515840,0
199,1743127120138,4355.733337402344,3600,1,1.0875,275.4742736816406,3600,1,1.0875,4252.836685180664,3600,1,1.0875,815.2487945556641,3600,1,1.0875,258.6383972167969,3600,1,1.0875,6850.598693847656,3600,1,1.0875,14865.150695800781,3023,3108,2997,3360,3739,3741,3000,3506,3491,3228,3730,3746,9.523809432983398,5.263157844543457,13.636363983154297,10,0,10,5,5.263157844543457,5.263157844543457,10,5,5,33574961152,17179865088,4144058368,0
199,1743127120338,4355.7418212890625,3600,1,1.1625,275.48631286621094,3600,1,1.1625,4252.843399047852,3600,1,1.1625,815.3033294677734,3750,0,1.1625,258.7092590332031,3750,0,1.1625,6850.652053833008,3750,0,1.1625,14869.519104003906,3023,3108,2997,3360,3739,3741,3000,3506,3491,3228,3730,3746,0,0,5,0,0,0,0,0,0,0,0,0,33574961152,17179865088,4144058368,0
199,1743127120538,4355.812118530273,3600,1,1.0875,275.5490264892578,3600,1,1.0875,4252.925354003906,3600,1,1.0875,815.42822265625,3600,1,1.0875,258.8085174560547,3600,1,1.0875,6850.883483886719,3600,1,1.0875,14874.392227172852,3023,3108,2997,3360,3739,3741,3000,3506,3491,3228,3730,3746,5,0,0,5,9.090909004211426,5.263157844543457,5,20,4.761904716491699,5,0,0,33574961152,17179865088,4153823232,0
199,1743127120739,4355.876235961914,3750,1,1.16875,275.6219024658203,3750,0,1.13125,4252.994003295898,3750,0,1.13125,815.5012512207031,3750,0,1.13125,258.9013366699219,3750,0,1.13125,6851.74006652832,3750,0,1.13125,14879.755432128906,3023,3108,2997,3360,3739,3741,3000,3506,3491,3228,3730,3746,0,4.761904716491699,0,78.94737243652344,0,0,5,14.285715103149414,0,0,0,9.090909004211426,33574961152,17179865088,4166569984,0
199,1743127120939,4355.900848388672,3600,1,1.11875,275.63319396972656,3600,1,1.11875,4253.005111694336,3600,1,1.11875,815.5545349121094,3750,0,1.11875,258.94850158691406,3750,0,1.11875,6852.682952880859,3750,0,1.11875,14884.983016967773,3023,3108,2997,3360,3739,3741,3000,3506,3491,3228,3730,3746,0,0,0,100,0,0,0,0,0,0,0,0,33574961152,17179865088,4171796480,0
199,1743127121139,4355.901306152344,3600,1,1.125,275.6334991455078,3600,1,1.125,4253.007354736328,3600,1,1.125,815.6058807373047,3750,0,1.125,258.9941864013672,3750,0,1.125,6853.583084106445,3750,0,1.125,14890.193252563477,3023,3108,2997,3360,3739,3741,3000,3506,3491,3228,3730,3746,0,0,0,100,0,0,0,0,0,0,0,0,33574961152,17179865088,4196167680,0
