Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1743127142604,4366.718444824219,3750,0,1.075,278.5243225097656,3000,0,1.16875,4265.296234130859,3750,0,1.16875,824.9344635009766,3750,0,1.16875,263.07470703125,3750,0,1.16875,6924.019256591797,3750,0,1.16875,15445.458770751953,3749,3749,2997,3746,3749,3745,2997,3750,3750,3749,3746,3750,0,6.25,0,3.3333334922790527,3.3333334922790527,6.45161247253418,3.3333334922790527,3.22580623626709,10,3.3333334922790527,3.3333334922790527,3.3333334922790527,33574961152,17179865088,4139577344,0
199,1743127142604,4366.718444824219,3750,0,1.16875,278.5243225097656,3000,1,1.16875,4265.296234130859,3750,0,1.16875,824.9344635009766,3750,0,1.16875,263.0747375488281,3750,0,1.16875,6924.019271850586,3750,0,1.16875,15445.49055480957,3749,3749,2997,3746,3749,3745,2997,3750,3750,3749,3746,3750,0,6.25,0,3.3333334922790527,3.3333334922790527,6.45161247253418,3.3333334922790527,3.22580623626709,10,3.3333334922790527,3.3333334922790527,3.3333334922790527,33574961152,17179865088,4139577344,0
197,1743127142807,4366.77067565918,3750,0,1.16875,278.53013610839844,3000,1,1.16875,4265.314956665039,3750,0,1.16875,824.9860534667969,3750,0,1.16875,263.0814514160156,3750,0,1.16875,6924.029586791992,3000,1,1.16875,15449.785736083984,3749,3749,2997,3746,3749,3745,2997,3750,3750,3749,3746,3750,0,0,0,0,0,0,0,0,4.761904716491699,0,0,0,33574961152,17179865088,4140511232,0
199,1743127143004,4366.807083129883,3600,1,1.075,278.53028869628906,2880,1,1.075,4265.318664550781,3000,1,1.075,825.0304107666016,3600,1,1.075,263.0854949951172,3600,1,1.075,6924.03889465332,3600,1,1.075,15453.966735839844,3749,3749,2997,3746,3749,3745,2997,3750,3750,3749,3746,3750,0,0,0,0,0,0,0,0,4.761904716491699,0,0,0,33574961152,17179865088,4140490752,0
199,1743127143204,4366.898193359375,3750,0,1.0875,278.60044860839844,3000,1,1.0875,4265.405059814453,3750,0,1.0875,825.1382446289063,3750,0,1.0875,263.1795196533203,3750,0,1.0875,6924.1395263671875,3750,0,1.0875,15458.631393432617,3749,3749,2997,3746,3749,3745,2997,3750,3750,3749,3746,3750,2.5641026496887207,2.5,5,2.5641026496887207,5,2.5641026496887207,2.5641026496887207,2.5641026496887207,4.878048419952393,2.5,2.5,5,33574961152,17179865088,4142219264,0
199,1743127143404,4366.9232177734375,3750,0,1.075,278.60064697265625,3000,1,1.075,4265.419250488281,3000,1,1.075,825.1915130615234,3000,1,1.075,263.25457763671875,3750,0,1.075,6924.194229125977,3000,1,1.075,15462.99819946289,3749,3749,2997,3746,3749,3745,2997,3750,3750,3749,3746,3750,0,0,0,0,0,0,5,0,0,0,0,0,33574961152,17179865088,4142219264,0
199,1743127143604,4367.113632202148,3750,0,1.16875,278.7026062011719,3000,1,1.16875,4265.535202026367,3000,1,1.16875,825.2987670898438,3000,1,1.16875,263.36309814453125,3000,1,1.16875,6924.302398681641,3750,0,1.16875,15467.842529296875,3749,3749,2997,3746,3749,3745,2997,3750,3750,3749,3746,3750,9.523809432983398,5,0,0,0,0,0,0,15.789472579956055,10,5,0,33574961152,17179865088,4152414208,0
199,1743127143804,4367.191192626953,3750,0,1.13125,278.7764587402344,3000,1,1.13125,4266.417587280273,3750,0,1.13125,825.370849609375,3600,1,1.13125,263.42359924316406,3600,1,1.13125,6924.367599487305,3600,1,1.13125,15473.165985107422,3749,3749,2997,3746,3749,3745,2997,3750,3750,3749,3746,3750,0,0,0,0,90,5,4.761904716491699,0,4.761904716491699,0,0,0,33574961152,17179865088,4168253440,0
199,1743127144005,4367.235641479492,3750,0,1.11875,278.82147216796875,3750,0,1.11875,4267.345169067383,3750,0,1.11875,825.4029998779297,3600,1,1.11875,263.4334411621094,3600,1,1.11875,6924.382171630859,3600,1,1.11875,15478.368835449219,3749,3749,2997,3746,3749,3745,2997,3750,3750,3749,3746,3750,0,0,0,0,100,0,0,0,0,0,0,0,33574961152,17179865088,4185739264,0
199,1743127144205,4367.283432006836,3000,1,1.125,278.86915588378906,3000,1,1.125,4268.243438720703,3750,0,1.125,825.4070587158203,3600,1,1.125,263.43421936035156,3600,1,1.125,6924.388137817383,3600,1,1.125,15483.553680419922,3749,3749,2997,3746,3749,3745,2997,3750,3750,3749,3746,3750,0,0,0,0,100,0,0,0,0,0,0,0,33574961152,17179865088,4202332160,0
199,1743127144405,4367.331741333008,3000,1,1.15,278.91587829589844,3000,1,1.15,4269.176528930664,3750,0,1.15,825.4161071777344,3600,1,1.15,263.4342498779297,3600,1,1.15,6924.393142700195,3600,1,1.15,15488.766510009766,3749,3749,2997,3746,3749,3745,2997,3750,3750,3749,3746,3750,0,0,0,0,100,0,0,2.4390242099761963,0,0,0,0,33574961152,17179865088,4206362624,0
199,1743127144605,4367.379043579102,3000,1,1.125,278.9635467529297,3000,1,1.125,4270.095397949219,3750,0,1.125,825.4196166992188,3600,1,1.125,263.43434143066406,3600,1,1.125,6924.394317626953,3600,1,1.125,15493.990371704102,3749,3749,2997,3746,3749,3745,2997,3750,3750,3749,3746,3750,0,0,0,4.761904716491699,100,0,0,0,0,0,0,0,33574961152,17179865088,4218724352,0
199,1743127144805,4367.865509033203,3750,0,1.1375,279.0238037109375,3000,1,1.1375,4270.613800048828,3000,1,1.1375,825.4362487792969,3600,1,1.1375,263.4482879638672,3600,1,1.1375,6924.436508178711,3600,1,1.1375,15499.318984985352,3749,3749,2997,3746,3749,3745,2997,3750,3750,3749,3746,3750,10,0,0,5,55,0,0,0,40,0,0,0,33574961152,17179865088,4231344128,0
199,1743127145005,4368.767761230469,3750,0,1.1375,279.07005310058594,3000,1,1.1375,4270.660446166992,3000,1,1.1375,825.4423217773438,3600,1,1.1375,263.4483184814453,3600,1,1.1375,6924.438827514648,3600,1,1.1375,15504.524536132813,3749,3749,2997,3746,3749,3745,2997,3750,3750,3749,3746,3750,0,0,0,0,0,0,0,0,100,0,0,0,33574961152,17179865088,4251975680,0
199,1743127145205,4369.641815185547,3750,0,1.1375,279.1160888671875,3000,1,1.1375,4270.710891723633,3000,1,1.1375,825.4487609863281,3600,1,1.1375,263.44834899902344,3600,1,1.14375,6924.445327758789,3600,1,1.14375,15509.72004699707,3749,3749,2997,3746,3749,3745,2997,3750,3750,3749,3746,3750,0,0,0,0,4.761904716491699,0,0,0,100,0,0,0,33574961152,17179865088,4251975680,0
199,1743127145405,4370.474807739258,3750,0,1.15625,279.1652526855469,3000,1,1.15625,4270.7613525390625,3000,1,1.15625,825.4559478759766,3600,1,1.14375,263.4505615234375,3600,1,1.14375,6924.454071044922,3600,1,1.14375,15514.91293334961,3749,3749,2997,3746,3749,3745,2997,3750,3750,3749,3746,3750,0,0,0,0,0,0,0,0,100,0,0,0,33574961152,17179865088,4268421120,0
199,1743127145605,4371.549652099609,3750,0,1.14375,279.2141571044922,3000,1,1.14375,4270.812149047852,3750,0,1.15,825.4659576416016,3600,1,1.15,263.4539031982422,3600,1,1.15,6924.461334228516,3600,1,1.15,15520.200592041016,3749,3749,2997,3746,3749,3745,2997,3750,3750,3749,3746,3750,0,0,0,4.761904716491699,0,0,0,0,100,0,0,0,33574961152,17179865088,4268421120,0
199,1743127145805,4372.548782348633,3750,0,1.14375,279.2696228027344,3750,0,1.14375,4270.867492675781,3750,0,1.14375,825.4798583984375,3000,1,1.14375,263.460205078125,3000,1,1.14375,6924.563278198242,3750,0,1.14375,15525.516494750977,3749,3749,2997,3746,3749,3745,2997,3750,3750,3749,3746,3750,0,0,0,0,0,0,0,5,95,0,0,0,33574961152,17179865088,4267790336,0
199,1743127146005,4373.576141357422,3750,0,1.15,279.3162078857422,3750,0,1.15,4270.917907714844,3750,0,1.15,825.5086669921875,3600,1,1.15,263.4649658203125,3600,1,1.15,6924.630157470703,3600,1,1.15,15530.798797607422,3749,3749,2997,3746,3749,3745,2997,3750,3750,3749,3746,3750,60.000003814697266,0,0,0,0,0,0,5,35,0,0,0,33574961152,17179865088,4268945408,0
