Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1743127345041,4547.681442260742,3750,0,1.0875,308.61643981933594,3000,1,1.0875,4534.907470703125,3750,0,1.0875,888.8721618652344,3750,0,1.0875,293.9096374511719,3000,1,1.0875,7196.285217285156,3750,0,1.0875,20279.854537963867,3599,550,3715,3750,3599,3660,550,3582,3684,3316,3750,550,6.25,3.22580623626709,0,3.22580623626709,3.22580623626709,6.45161247253418,3.3333334922790527,9.375,6.25,6.25,6.25,3.3333334922790527,33574961152,17179865088,4190105600,0
199,1743127345041,4547.681549072266,3750,0,1.16875,308.61647033691406,3000,1,1.16875,4534.90754699707,3750,0,1.16875,888.8753509521484,3750,0,1.16875,293.90968322753906,3750,0,1.16875,7196.287216186523,3750,0,1.16875,20279.87841796875,3599,550,3715,3750,3599,3660,550,3582,3684,3316,3750,550,6.25,3.22580623626709,0,3.22580623626709,3.22580623626709,6.45161247253418,3.3333334922790527,9.375,6.25,6.25,6.25,3.3333334922790527,33574961152,17179865088,4190105600,0
200,1743127345241,4547.70475769043,3600,1,1.16875,308.61968994140625,3600,1,1.16875,4534.915557861328,3600,1,1.16875,888.9324951171875,3750,0,1.16875,293.9293975830078,3000,1,1.16875,7196.341323852539,3000,1,1.16875,20284.038619995117,3599,550,3715,3750,3599,3660,550,3582,3684,3316,3750,550,5,0,0,0,0,0,0,0,0,0,0,0,33574961152,17179865088,4190105600,0
199,1743127345442,4547.711532592773,3600,1,1.0875,308.62042236328125,3600,1,1.0875,4534.91813659668,3600,1,1.0875,888.96044921875,3750,0,1.0875,293.9375,3000,1,1.0875,7196.355529785156,3750,0,1.0875,20287.682250976563,3599,550,3715,3750,3599,3660,550,3582,3684,3316,3750,550,0,0,0,0,0,0,4.761904716491699,0,0,0,0,0,33574961152,17179865088,4190105600,0
199,1743127345642,4547.821197509766,3600,1,1.16875,308.71815490722656,3600,1,1.16875,4535.040557861328,3600,1,1.16875,889.0661773681641,3000,1,1.16875,294.03627014160156,3750,0,1.16875,7196.4688720703125,3750,0,1.16875,20291.708404541016,3599,550,3715,3750,3599,3660,550,3582,3684,3316,3750,550,9.523809432983398,4.761904716491699,5,0,9.523809432983398,10,5.263157844543457,5.263157844543457,10,5,10,5,33574961152,17179865088,4199845888,0
199,1743127345842,4547.8714599609375,3750,0,1.16875,308.7628479003906,3000,1,1.16875,4535.110687255859,3750,0,1.16875,889.1100158691406,3750,0,1.16875,294.0780029296875,3750,0,1.16875,7196.51513671875,3750,0,1.16875,20296.069091796875,3599,550,3715,3750,3599,3660,550,3582,3684,3316,3750,550,9.523809432983398,4.761904716491699,5,0,9.523809432983398,10,5.263157844543457,5.263157844543457,10,5,10,5,33574961152,17179865088,4199833600,0
199,1743127346042,4548.031448364258,3750,0,1.16875,308.86424255371094,3750,0,1.16875,4535.247528076172,3750,0,1.16875,889.2232666015625,3750,0,1.16875,294.1727294921875,3750,0,1.16875,7196.636123657227,3750,0,1.16875,20300.842987060547,3599,550,3715,3750,3599,3660,550,3582,3684,3316,3750,550,2.6315789222717285,0,2.5,2.5,5.128205299377441,0,0,4.878048419952393,0,5,2.5641026496887207,2.4390242099761963,33574961152,17179865088,4211650560,0
199,1743127346242,4548.094970703125,3600,1,1.16875,308.93125915527344,3600,1,1.16875,4535.312728881836,3600,1,1.16875,889.3347778320313,3750,0,1.16875,294.2457733154297,3750,0,1.16875,7197.418762207031,3750,0,1.16875,20306.038375854492,3599,550,3715,3750,3599,3660,550,3582,3684,3316,3750,550,4.761904716491699,0,4.761904716491699,5.263157844543457,0,10,0,75,0,0,0,0,33574961152,17179865088,4220145664,0
199,1743127346442,4548.107269287109,3600,1,1.1625,308.9390563964844,3600,1,1.1625,4535.324066162109,3600,1,1.1625,889.3861846923828,3750,0,1.1625,294.29345703125,3750,0,1.1625,7198.366104125977,3750,0,1.1625,20311.165954589844,3599,550,3715,3750,3599,3660,550,3582,3684,3316,3750,550,0,0,0,0,0,0,0,100,0,0,0,0,33574961152,17179865088,4227334144,0
199,1743127346642,4548.107315063477,3600,1,1.125,308.93910217285156,3600,1,1.125,4535.324127197266,3600,1,1.125,889.4371185302734,3750,0,1.125,294.32164001464844,3000,1,1.125,7199.258850097656,3750,0,1.125,20316.218627929688,3599,550,3715,3750,3599,3660,550,3582,3684,3316,3750,550,0,0,0,0,0,0,0,100,0,0,0,0,33574961152,17179865088,4246380544,0
