Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1743127165631,4413.147613525391,3750,0,1.0875,282.6283264160156,3750,0,1.0875,4289.17463684082,3750,0,1.0875,833.1518707275391,3000,1,1.0875,267.03135681152344,3000,1,1.0875,6947.529159545898,3750,0,1.0875,16034.32357788086,3742,3747,2997,3668,2996,3649,2931,3736,3750,3749,2999,3746,3.4482758045196533,6.45161247253418,3.4482758045196533,3.3333334922790527,3.4482758045196533,0,3.3333334922790527,9.67741870880127,6.6666669845581055,6.6666669845581055,3.3333334922790527,6.45161247253418,33574961152,17179865088,4312809472,0
199,1743127165631,4413.148300170898,3750,0,1.15,282.6290740966797,3750,0,1.15,4289.177429199219,3750,0,1.15,833.1519470214844,3750,0,1.15,267.0314025878906,3750,0,1.15,6947.531295776367,3750,0,1.15,16034.34880065918,3742,3747,2997,3668,2996,3649,2931,3736,3750,3749,2999,3746,3.4482758045196533,6.45161247253418,3.4482758045196533,3.3333334922790527,3.4482758045196533,0,3.3333334922790527,9.67741870880127,6.6666669845581055,6.6666669845581055,3.3333334922790527,6.45161247253418,33574961152,17179865088,4312809472,0
200,1743127165831,4413.168426513672,3000,1,1.1375,282.6510314941406,3750,0,1.1375,4289.180603027344,3000,1,1.1375,833.1657562255859,3600,1,1.1375,267.03614807128906,3600,1,1.1375,6947.544586181641,3600,1,1.15,16037.871475219727,3742,3747,2997,3668,2996,3649,2931,3736,3750,3749,2999,3746,4.545454502105713,0,0,0,0,0,0,0,0,0,0,0,33574961152,17179865088,4313534464,0
199,1743127166031,4413.175262451172,3000,1,1.0875,282.66644287109375,3000,1,1.0875,4289.201446533203,3750,0,1.0875,833.1749420166016,3600,1,1.0875,267.04412841796875,3600,1,1.0875,6947.557418823242,3600,1,1.0875,16040.887283325195,3742,3747,2997,3668,2996,3649,2931,3736,3750,3749,2999,3746,0,0,0,0,0,0,0,0,0,0,0,0,33574961152,17179865088,4313509888,0
199,1743127166232,4413.270782470703,3750,0,1.15,282.7718200683594,3750,0,1.15,4289.299041748047,3750,0,1.15,833.2628021240234,3750,0,1.15,267.1431884765625,3750,0,1.15,6947.648818969727,3750,0,1.15,16045.382781982422,3742,3747,2997,3668,2996,3649,2931,3736,3750,3749,2999,3746,0,0,9.523809432983398,0,9.523809432983398,9.523809432983398,9.523809432983398,5,9.523809432983398,10,9.523809432983398,5,33574961152,17179865088,4312924160,0
199,1743127166432,4413.302886962891,3750,0,1.075,282.79322814941406,3000,1,1.075,4289.344161987305,3750,0,1.075,833.3135833740234,3750,0,1.075,267.1748046875,3000,1,1.075,6947.720428466797,3750,0,1.075,16049.785675048828,3742,3747,2997,3668,2996,3649,2931,3736,3750,3749,2999,3746,0,0,0,4.761904716491699,0,0,4.761904716491699,0,0,0,0,0,33574961152,17179865088,4312899584,0
199,1743127166632,4413.406494140625,3750,0,1.16875,282.8813171386719,3750,0,1.16875,4289.4722900390625,3750,0,1.16875,833.4323425292969,3750,0,1.16875,267.2899475097656,3750,0,1.16875,6947.897109985352,3750,0,1.16875,16054.720092773438,3742,3747,2997,3668,2996,3649,2931,3736,3750,3749,2999,3746,5,0,5.263157844543457,9.523809432983398,5.263157844543457,10,0,14.285715103149414,0,5,0,4.761904716491699,33574961152,17179865088,4310290432,0
199,1743127166832,4413.498596191406,3000,1,1.13125,282.98374938964844,3750,0,1.13125,4290.302001953125,3750,0,1.13125,833.4949493408203,3600,1,1.13125,267.3511199951172,3600,1,1.13125,6947.968215942383,3600,1,1.13125,16060.059921264648,3742,3747,2997,3668,2996,3649,2931,3736,3750,3749,2999,3746,0,9.523809432983398,0,0,85,0,0,0,5,0,0,0,33574961152,17179865088,4314664960,0
199,1743127167032,4413.543685913086,3750,0,1.11875,283.0293884277344,3750,0,1.11875,4291.2406005859375,3750,0,1.11875,833.5184173583984,3600,1,1.11875,267.3744812011719,3600,1,1.11875,6947.988143920898,3600,1,1.11875,16065.31655883789,3742,3747,2997,3668,2996,3649,2931,3736,3750,3749,2999,3746,0,0,0,0,100,5,0,0,0,0,0,0,33574961152,17179865088,4314509312,0
199,1743127167232,4413.590667724609,3000,1,1.125,283.0754852294922,3000,1,1.125,4292.132659912109,3750,0,1.125,833.5238342285156,3600,1,1.125,267.3749694824219,3600,1,1.125,6947.988754272461,3600,1,1.125,16070.49038696289,3742,3747,2997,3668,2996,3649,2931,3736,3750,3749,2999,3746,0,0,0,0,100,5,0,0,0,0,0,0,33574961152,17179865088,4314976256,0
