Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1743127131484,4365.212677001953,3750,0,1.16875,277.23382568359375,3750,0,1.16875,4263.826263427734,3000,1,1.16875,819.5208892822266,3750,0,1.16875,260.74766540527344,3750,0,1.16875,6880.835632324219,3750,0,1.16875,15158.178314208984,3664,3293,3071,3750,3650,3750,3058,3749,3604,3313,3613,3748,6.45161247253418,3.125,0,6.25,3.4482758045196533,3.3333334922790527,6.25,3.3333334922790527,6.6666669845581055,3.22580623626709,3.3333334922790527,6.25,33574961152,17179865088,4188278784,0
199,1743127131485,4365.2127685546875,3600,1,1.075,277.2341003417969,3600,1,1.075,4263.826309204102,3600,1,1.075,819.528076171875,3600,1,1.075,260.75563049316406,3600,1,1.075,6880.845260620117,3600,1,1.075,15158.657424926758,3664,3293,3071,3750,3650,3750,3058,3749,3604,3313,3613,3748,6.45161247253418,3.125,0,6.25,3.4482758045196533,3.3333334922790527,6.25,3.3333334922790527,6.6666669845581055,3.22580623626709,3.3333334922790527,6.25,33574961152,17179865088,4188487680,0
200,1743127131685,4365.220367431641,3600,1,1.075,277.2473449707031,3600,1,1.075,4263.842269897461,3600,1,1.075,819.5751037597656,3600,1,1.075,260.7983703613281,3600,1,1.075,6880.861297607422,3600,1,1.075,15162.84390258789,3664,3293,3071,3750,3650,3750,3058,3749,3604,3313,3613,3748,0,0,0,0,0,0,0,0,0,0,0,0,33574961152,17179865088,4188479488,0
200,1743127131885,4365.226348876953,3600,1,1.075,277.2517547607422,3600,1,1.075,4263.849685668945,3600,1,1.075,819.6174163818359,3750,0,1.075,260.82582092285156,3000,1,1.075,6880.861602783203,3000,1,1.075,15166.879043579102,3664,3293,3071,3750,3650,3750,3058,3749,3604,3313,3613,3748,0,5,0,0,0,0,0,0,0,0,0,0,33574961152,17179865088,4188909568,0
199,1743127132085,4365.232452392578,3600,1,1.0875,277.2550354003906,3600,1,1.0875,4263.851455688477,3600,1,1.0875,819.6319122314453,3600,1,1.0875,260.8280334472656,3600,1,1.0875,6880.873229980469,3600,1,1.0875,15169.930267333984,3664,3293,3071,3750,3650,3750,3058,3749,3604,3313,3613,3748,0,0,0,0,0,0,0,0,0,0,0,0,33574961152,17179865088,4188901376,0
199,1743127132286,4365.317153930664,3600,1,1.15625,277.34461975097656,3600,1,1.15625,4263.939071655273,3600,1,1.15625,819.7416687011719,3750,0,1.15625,260.93385314941406,3750,0,1.15625,6880.986083984375,3750,0,1.15625,15174.583587646484,3664,3293,3071,3750,3650,3750,3058,3749,3604,3313,3613,3748,9.523809432983398,5.263157844543457,5.263157844543457,9.523809432983398,9.523809432983398,5.263157844543457,5,9.523809432983398,5,5,9.523809432983398,5,33574961152,17179865088,4190445568,0
199,1743127132486,4365.320251464844,3600,1,1.075,277.3448791503906,3600,1,1.075,4263.954284667969,3600,1,1.075,819.7958984375,3600,1,1.075,261.0076599121094,3600,1,1.075,6881.036666870117,3600,1,1.075,15178.89682006836,3664,3293,3071,3750,3650,3750,3058,3749,3604,3313,3613,3748,0,0,0,0,4.761904716491699,0,5,0,0,0,0,0,33574961152,17179865088,4190445568,0
199,1743127132686,4365.484619140625,3000,1,1.13125,277.4634704589844,3750,0,1.13125,4264.129898071289,3750,0,1.15,819.9489440917969,3750,0,1.15,261.1445617675781,3750,0,1.15,6881.207962036133,3750,0,1.15,15183.97216796875,3664,3293,3071,3750,3650,3750,3058,3749,3604,3313,3613,3748,10,5.263157844543457,5,0,10.526315689086914,10,5,10,5,0,0,5,33574961152,17179865088,4192219136,0
199,1743127132886,4365.532150268555,3600,1,1.13125,277.5132141113281,3600,1,1.13125,4264.17317199707,2880,1,1.13125,820.2307739257813,3725,1,1.13125,261.21795654296875,3750,0,1.13125,6881.937850952148,3750,0,1.13125,15189.283798217773,3664,3293,3071,3750,3650,3750,3058,3749,3604,3313,3613,3748,0,0,0,0,0,25,5,73.68421173095703,0,0,0,0,33574961152,17179865088,4192612352,0
199,1743127133086,4365.538116455078,3600,1,1.15625,277.531494140625,3600,1,1.15625,4264.173202514648,3600,1,1.15625,820.3418426513672,3750,0,1.15625,261.2657928466797,3750,0,1.15625,6882.817779541016,3750,0,1.15625,15194.466781616211,3664,3293,3071,3750,3650,3750,3058,3749,3604,3313,3613,3748,0,0,0,0,0,5.263157844543457,0,95,0,0,0,0,33574961152,17179865088,4192768000,0
