Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1743127640133,4699.914520263672,3750,0,1.15625,339.4221954345703,3000,1,1.15625,4656.245956420898,3000,1,1.15625,936.4677276611328,3750,0,1.15625,321.6994323730469,3750,0,1.15625,9051.702941894531,3000,1,1.16875,28638.570205688477,3750,3747,3750,2999,3749,2999,3752,2999,3750,3750,3750,3000,3.3333334922790527,3.3333334922790527,3.4482758045196533,3.4482758045196533,0,6.45161247253418,3.3333334922790527,6.896551609039307,0,3.22580623626709,3.3333334922790527,3.4482758045196533,33574961152,17179865088,4259414016,0
199,1743127640133,4699.915145874023,3750,0,1.16875,339.42225646972656,3750,0,1.16875,4656.2459716796875,3750,0,1.16875,936.4684753417969,3750,0,1.16875,321.7012481689453,3750,0,1.16875,9051.704727172852,3750,0,1.16875,28638.59962463379,3750,3747,3750,2999,3749,2999,3752,2999,3750,3750,3750,3000,3.3333334922790527,3.3333334922790527,3.4482758045196533,3.4482758045196533,0,6.45161247253418,3.3333334922790527,6.896551609039307,0,3.22580623626709,3.3333334922790527,3.4482758045196533,33574961152,17179865088,4259414016,0
200,1743127640333,4699.9344482421875,3600,1,1.075,339.4357604980469,3600,1,1.075,4656.259796142578,3600,1,1.075,936.5116271972656,3000,1,1.075,321.7439270019531,3750,0,1.075,9051.715591430664,3750,0,1.075,28642.951690673828,3750,3747,3750,2999,3749,2999,3752,2999,3750,3750,3750,3000,0,0,0,0,0,0,0,0,0,5,0,0,33574961152,17179865088,4259364864,0
199,1743127640534,4699.940536499023,3600,1,1.0875,339.43666076660156,3600,1,1.0875,4656.275894165039,3600,1,1.0875,936.5182800292969,3000,1,1.0875,321.75592041015625,3000,1,1.0875,9051.717208862305,3750,0,1.0875,28646.35954284668,3750,3747,3750,2999,3749,2999,3752,2999,3750,3750,3750,3000,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,33574961152,17179865088,4259344384,0
199,1743127640734,4700.0283203125,3000,1,1.16875,339.5211944580078,3750,0,1.16875,4656.372756958008,3000,1,1.16875,936.6007385253906,3000,1,1.16875,321.829833984375,3750,0,1.16875,9051.809310913086,3000,1,1.16875,28650.537567138672,3750,3747,3750,2999,3749,2999,3752,2999,3750,3750,3750,3000,5.263157844543457,5.263157844543457,9.523809432983398,5,10,5.263157844543457,5,5,9.523809432983398,13.636363983154297,9.523809432983398,5,33574961152,17179865088,4259794944,0
199,1743127640934,4700.063507080078,3600,1,1.075,339.5450897216797,3600,1,1.075,4656.44660949707,3600,1,1.075,936.6533966064453,3600,1,1.075,321.87767028808594,3600,1,1.075,9051.857345581055,3600,1,1.075,28655.00717163086,3750,3747,3750,2999,3749,2999,3752,2999,3750,3750,3750,3000,0,0,0,0,9.523809432983398,0,0,0,0,0,0,0,33574961152,17179865088,4259794944,0
199,1743127641134,4700.174743652344,3750,0,1.16875,339.63568115234375,3750,0,1.16875,4656.565017700195,3750,0,1.16875,936.8271179199219,3750,0,1.16875,322.01800537109375,3750,0,1.16875,9052.129425048828,3750,0,1.16875,28660.091217041016,3750,3747,3750,2999,3749,2999,3752,2999,3750,3750,3750,3000,5,5,4.761904716491699,10,5.263157844543457,5.263157844543457,10,28.571430206298828,5,0,0,10,33574961152,17179865088,4254130176,0
199,1743127641334,4700.219573974609,3600,1,1.13125,339.6761932373047,3600,1,1.13125,4656.610061645508,3600,1,1.13125,936.8755493164063,3000,1,1.13125,322.067626953125,3000,1,1.13125,9053.092956542969,3750,0,1.13125,28665.442611694336,3750,3747,3750,2999,3749,2999,3752,2999,3750,3750,3750,3000,0,0,0,0,0,0,0,100,0,0,0,0,33574961152,17179865088,4254306304,0
199,1743127641534,4700.2261962890625,3600,1,1.11875,339.67626953125,3600,1,1.11875,4656.620742797852,3600,1,1.11875,936.9191589355469,3750,0,1.11875,322.09132385253906,3000,1,1.11875,9054.018798828125,3750,0,1.11875,28670.63003540039,3750,3747,3750,2999,3749,2999,3752,2999,3750,3750,3750,3000,0,0,0,0,0,0,0,100,0,0,0,0,33574961152,17179865088,4254461952,0
199,1743127641734,4700.231826782227,3600,1,1.125,339.67771911621094,3600,1,1.125,4656.621017456055,3600,1,1.125,936.963623046875,3000,1,1.125,322.09165954589844,3000,1,1.125,9054.932037353516,3750,0,1.125,28675.819778442383,3750,3747,3750,2999,3749,2999,3752,2999,3750,3750,3750,3000,4.761904716491699,0,0,0,0,0,0,100,0,0,0,0,33574961152,17179865088,4254601216,0
