Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1743128295822,5438.617050170898,3600,1,1.075,365.6124572753906,3600,1,1.075,5317.645355224609,3750,1,1.075,1030.6973114013672,3750,0,1.16875,355.29917907714844,3000,1,1.16875,11921.869430541992,3750,0,1.16875,46924.367736816406,3749,3397,3361,3313,3749,3711,3087,3030,3750,3378,3750,3641,3.3333334922790527,3.3333334922790527,3.3333334922790527,3.4482758045196533,3.3333334922790527,9.67741870880127,3.4482758045196533,6.896551609039307,6.45161247253418,6.45161247253418,3.3333334922790527,3.3333334922790527,33574961152,17179865088,4140507136,0
199,1743128295822,5438.617050170898,3000,1,1.16875,365.6124572753906,3750,0,1.16875,5317.645355224609,3750,0,1.16875,1030.7007598876953,3750,0,1.16875,355.2991943359375,3000,1,1.16875,11921.870361328125,3750,0,1.16875,46924.39765930176,3749,3397,3361,3313,3749,3711,3087,3030,3750,3378,3750,3641,3.3333334922790527,3.3333334922790527,3.3333334922790527,3.4482758045196533,3.3333334922790527,9.67741870880127,3.4482758045196533,6.896551609039307,6.45161247253418,6.45161247253418,3.3333334922790527,3.3333334922790527,33574961152,17179865088,4140507136,0
200,1743128296023,5438.621932983398,3600,1,1.15625,365.61370849609375,3600,1,1.075,5317.654067993164,3600,1,1.075,1030.748275756836,3750,0,1.075,355.3076171875,3000,1,1.075,11921.902923583984,3750,0,1.075,46928.69813537598,3749,3397,3361,3313,3749,3711,3087,3030,3750,3378,3750,3641,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,33574961152,17179865088,4140453888,0
199,1743128296223,5438.626937866211,3750,0,1.075,365.61639404296875,3000,1,1.075,5317.663604736328,3000,1,1.075,1030.7630920410156,3600,1,1.075,355.31199645996094,3600,1,1.075,11921.90609741211,3600,1,1.075,46932.06655883789,3749,3397,3361,3313,3749,3711,3087,3030,3750,3378,3750,3641,0,0,0,0,0,0,0,0,0,0,0,0,33574961152,17179865088,4140445696,0
200,1743128296423,5438.733322143555,3750,0,1.0875,365.7142028808594,3750,0,1.0875,5317.757354736328,3750,0,1.0875,1030.8557739257813,3750,0,1.0875,355.41868591308594,3750,0,1.0875,11922.017837524414,3750,0,1.0875,46935.990966796875,3749,3397,3361,3313,3749,3711,3087,3030,3750,3378,3750,3641,9.523809432983398,5.263157844543457,10,9.523809432983398,5,5.263157844543457,10,10.526315689086914,5.263157844543457,5.263157844543457,10,5,33574961152,17179865088,4157632512,0
199,1743128296623,5438.769287109375,3600,1,1.0875,365.74713134765625,3600,1,1.0875,5317.8223876953125,3600,1,1.0875,1030.8998413085938,3600,1,1.0875,355.4605407714844,3600,1,1.0875,11922.064102172852,3600,1,1.0875,46940.40734863281,3749,3397,3361,3313,3749,3711,3087,3030,3750,3378,3750,3641,0,0,0,0,5,0,0,0,0,0,0,0,33574961152,17179865088,4157632512,0
199,1743128296823,5438.830093383789,3750,0,1.16875,365.80982971191406,3750,0,1.16875,5317.903305053711,3750,0,1.16875,1030.9766387939453,3000,1,1.16875,355.52696228027344,3750,0,1.16875,11922.198974609375,3750,0,1.16875,46945.04949951172,3749,3397,3361,3313,3749,3711,3087,3030,3750,3378,3750,3641,4.761904716491699,4.761904716491699,0,5.263157844543457,9.523809432983398,0,0,5,4.761904716491699,0,0,5,33574961152,17179865088,4168957952,0
199,1743128297023,5438.942794799805,3600,1,1.16875,365.9179229736328,3600,1,1.16875,5318.021926879883,3600,1,1.16875,1031.0507049560547,3000,1,1.16875,355.60154724121094,3000,1,1.16875,11922.68344116211,3750,0,1.16875,46950.22073364258,3749,3397,3361,3313,3749,3711,3087,3030,3750,3378,3750,3641,5,5.263157844543457,5,47.619049072265625,0,5,0,5.263157844543457,5,9.523809432983398,0,0,33574961152,17179865088,4166176768,0
199,1743128297223,5438.96907043457,3600,1,1.15625,365.9471130371094,3600,1,1.15625,5318.052291870117,3600,1,1.15625,1031.0946350097656,3000,1,1.15625,355.6345520019531,3000,1,1.15625,11923.636795043945,3750,0,1.15625,46955.55952453613,3749,3397,3361,3313,3749,3711,3087,3030,3750,3378,3750,3641,0,0,0,100,0,0,0,0,0,0,0,0,33574961152,17179865088,4174254080,0
199,1743128297423,5438.9691162109375,3600,1,1.11875,365.9471435546875,3600,1,1.11875,5318.055191040039,3600,1,1.11875,1031.116928100586,3000,1,1.11875,355.63661193847656,3000,1,1.11875,11924.525588989258,3750,0,1.125,46960.67776489258,3749,3397,3361,3313,3749,3711,3087,3030,3750,3378,3750,3641,0,0,0,100,0,0,0,0,0,0,0,0,33574961152,17179865088,4191006720,0
